year,source,country,value
2017-01-01,domestic private excluding out-of-pocket,Nauru,2.58
2018-01-01,domestic private excluding out-of-pocket,Nauru,2.19
2019-01-01,domestic private excluding out-of-pocket,Nauru,2.31
2020-01-01,domestic private excluding out-of-pocket,Nauru,2.04
2021-01-01,domestic private excluding out-of-pocket,Nauru,2.0
2000-01-01,domestic private excluding out-of-pocket,New Zealand,278.7
2001-01-01,domestic private excluding out-of-pocket,New Zealand,280.221
2002-01-01,domestic private excluding out-of-pocket,New Zealand,273.865
2003-01-01,domestic private excluding out-of-pocket,New Zealand,280.677
2004-01-01,domestic private excluding out-of-pocket,New Zealand,284.857
2005-01-01,domestic private excluding out-of-pocket,New Zealand,309.37
2006-01-01,domestic private excluding out-of-pocket,New Zealand,328.44
2007-01-01,domestic private excluding out-of-pocket,New Zealand,335.926
2008-01-01,domestic private excluding out-of-pocket,New Zealand,352.182
2009-01-01,domestic private excluding out-of-pocket,New Zealand,400.009
2010-01-01,domestic private excluding out-of-pocket,New Zealand,394.197
2011-01-01,domestic private excluding out-of-pocket,New Zealand,368.965
2012-01-01,domestic private excluding out-of-pocket,New Zealand,384.351
2013-01-01,domestic private excluding out-of-pocket,New Zealand,414.802
2014-01-01,domestic private excluding out-of-pocket,New Zealand,408.988
2015-01-01,domestic private excluding out-of-pocket,New Zealand,509.889
2016-01-01,domestic private excluding out-of-pocket,New Zealand,516.778
2017-01-01,domestic private excluding out-of-pocket,New Zealand,470.573
2018-01-01,domestic private excluding out-of-pocket,New Zealand,536.529
2019-01-01,domestic private excluding out-of-pocket,New Zealand,590.682
2020-01-01,domestic private excluding out-of-pocket,New Zealand,507.784
2021-01-01,domestic private excluding out-of-pocket,New Zealand,554.285
2000-01-01,domestic private excluding out-of-pocket,New Zealand,1074.461
2001-01-01,domestic private excluding out-of-pocket,New Zealand,1089.942
2002-01-01,domestic private excluding out-of-pocket,New Zealand,1081.377
2003-01-01,domestic private excluding out-of-pocket,New Zealand,1128.304
2004-01-01,domestic private excluding out-of-pocket,New Zealand,1162.616
2005-01-01,domestic private excluding out-of-pocket,New Zealand,1278.557
2006-01-01,domestic private excluding out-of-pocket,New Zealand,1372.874
2007-01-01,domestic private excluding out-of-pocket,New Zealand,1418.108
2008-01-01,domestic private excluding out-of-pocket,New Zealand,1500.38
2009-01-01,domestic private excluding out-of-pocket,New Zealand,1721.192
2010-01-01,domestic private excluding out-of-pocket,New Zealand,1713.314
2011-01-01,domestic private excluding out-of-pocket,New Zealand,1616.534
2012-01-01,domestic private excluding out-of-pocket,New Zealand,1695.096
2013-01-01,domestic private excluding out-of-pocket,New Zealand,1846.136
2014-01-01,domestic private excluding out-of-pocket,New Zealand,1846.25
2015-01-01,domestic private excluding out-of-pocket,New Zealand,2340.689
2016-01-01,domestic private excluding out-of-pocket,New Zealand,2412.361
2017-01-01,domestic private excluding out-of-pocket,New Zealand,2233.457
2018-01-01,domestic private excluding out-of-pocket,New Zealand,2596.009
2019-01-01,domestic private excluding out-of-pocket,New Zealand,2929.21
2020-01-01,domestic private excluding out-of-pocket,New Zealand,2569.963
2021-01-01,domestic private excluding out-of-pocket,New Zealand,2843.329
2000-01-01,domestic private excluding out-of-pocket,New Zealand,0.768
2001-01-01,domestic private excluding out-of-pocket,New Zealand,0.76
2002-01-01,domestic private excluding out-of-pocket,New Zealand,0.72
2003-01-01,domestic private excluding out-of-pocket,New Zealand,0.719
2004-01-01,domestic private excluding out-of-pocket,New Zealand,0.707
2005-01-01,domestic private excluding out-of-pocket,New Zealand,0.753
2006-01-01,domestic private excluding out-of-pocket,New Zealand,0.786
2007-01-01,domestic private excluding out-of-pocket,New Zealand,0.785
2008-01-01,domestic private excluding out-of-pocket,New Zealand,0.833
2009-01-01,domestic private excluding out-of-pocket,New Zealand,0.967
2010-01-01,domestic private excluding out-of-pocket,New Zealand,0.946
2011-01-01,domestic private excluding out-of-pocket,New Zealand,0.877
2012-01-01,domestic private excluding out-of-pocket,New Zealand,0.897
2013-01-01,domestic private excluding out-of-pocket,New Zealand,0.954
2014-01-01,domestic private excluding out-of-pocket,New Zealand,0.92
2015-01-01,domestic private excluding out-of-pocket,New Zealand,1.125
2016-01-01,domestic private excluding out-of-pocket,New Zealand,1.116
2017-01-01,domestic private excluding out-of-pocket,New Zealand,0.999
2018-01-01,domestic private excluding out-of-pocket,New Zealand,1.121
2019-01-01,domestic private excluding out-of-pocket,New Zealand,1.228
2020-01-01,domestic private excluding out-of-pocket,New Zealand,1.093
2021-01-01,domestic private excluding out-of-pocket,New Zealand,1.14
2000-01-01,domestic private excluding out-of-pocket,New Zealand,9.21
2001-01-01,domestic private excluding out-of-pocket,New Zealand,8.95
2002-01-01,domestic private excluding out-of-pocket,New Zealand,8.26
2003-01-01,domestic private excluding out-of-pocket,New Zealand,8.36
2004-01-01,domestic private excluding out-of-pocket,New Zealand,8.14
2005-01-01,domestic private excluding out-of-pocket,New Zealand,8.24
2006-01-01,domestic private excluding out-of-pocket,New Zealand,8.21
2007-01-01,domestic private excluding out-of-pocket,New Zealand,8.47
2008-01-01,domestic private excluding out-of-pocket,New Zealand,8.37
2009-01-01,domestic private excluding out-of-pocket,New Zealand,9.03
2010-01-01,domestic private excluding out-of-pocket,New Zealand,8.9
2011-01-01,domestic private excluding out-of-pocket,New Zealand,8.36
2012-01-01,domestic private excluding out-of-pocket,New Zealand,8.45
2013-01-01,domestic private excluding out-of-pocket,New Zealand,9.08
2014-01-01,domestic private excluding out-of-pocket,New Zealand,8.85
2015-01-01,domestic private excluding out-of-pocket,New Zealand,10.67
2016-01-01,domestic private excluding out-of-pocket,New Zealand,10.61
2017-01-01,domestic private excluding out-of-pocket,New Zealand,9.88
2018-01-01,domestic private excluding out-of-pocket,New Zealand,10.92
2019-01-01,domestic private excluding out-of-pocket,New Zealand,11.32
2020-01-01,domestic private excluding out-of-pocket,New Zealand,9.68
2021-01-01,domestic private excluding out-of-pocket,New Zealand,10.15
2000-01-01,domestic private excluding out-of-pocket,Palau,53.041
2001-01-01,domestic private excluding out-of-pocket,Palau,52.698
2002-01-01,domestic private excluding out-of-pocket,Palau,97.552
2003-01-01,domestic private excluding out-of-pocket,Palau,107.176
2004-01-01,domestic private excluding out-of-pocket,Palau,114.189
2005-01-01,domestic private excluding out-of-pocket,Palau,126.701
2006-01-01,domestic private excluding out-of-pocket,Palau,146.074
2007-01-01,domestic private excluding out-of-pocket,Palau,163.732
2008-01-01,domestic private excluding out-of-pocket,Palau,160.799
2009-01-01,domestic private excluding out-of-pocket,Palau,175.81
2010-01-01,domestic private excluding out-of-pocket,Palau,180.819
2011-01-01,domestic private excluding out-of-pocket,Palau,199.145
2012-01-01,domestic private excluding out-of-pocket,Palau,246.842
2013-01-01,domestic private excluding out-of-pocket,Palau,299.194
2014-01-01,domestic private excluding out-of-pocket,Palau,314.517
2015-01-01,domestic private excluding out-of-pocket,Palau,355.98
2016-01-01,domestic private excluding out-of-pocket,Palau,365.71
2017-01-01,domestic private excluding out-of-pocket,Palau,395.969
2018-01-01,domestic private excluding out-of-pocket,Palau,393.401
2019-01-01,domestic private excluding out-of-pocket,Palau,419.597
2020-01-01,domestic private excluding out-of-pocket,Palau,428.065
2021-01-01,domestic private excluding out-of-pocket,Palau,405.939
2000-01-01,domestic private excluding out-of-pocket,Palau,1.046
2001-01-01,domestic private excluding out-of-pocket,Palau,1.045
2002-01-01,domestic private excluding out-of-pocket,Palau,1.937
2003-01-01,domestic private excluding out-of-pocket,Palau,2.131
2004-01-01,domestic private excluding out-of-pocket,Palau,2.273
2005-01-01,domestic private excluding out-of-pocket,Palau,2.513
2006-01-01,domestic private excluding out-of-pocket,Palau,2.866
2007-01-01,domestic private excluding out-of-pocket,Palau,3.171
2008-01-01,domestic private excluding out-of-pocket,Palau,3.072
2009-01-01,domestic private excluding out-of-pocket,Palau,3.31
2010-01-01,domestic private excluding out-of-pocket,Palau,3.352
2011-01-01,domestic private excluding out-of-pocket,Palau,3.632
2012-01-01,domestic private excluding out-of-pocket,Palau,4.43
2013-01-01,domestic private excluding out-of-pocket,Palau,5.327
2014-01-01,domestic private excluding out-of-pocket,Palau,5.597
2015-01-01,domestic private excluding out-of-pocket,Palau,6.334
2016-01-01,domestic private excluding out-of-pocket,Palau,6.515
2017-01-01,domestic private excluding out-of-pocket,Palau,7.063
2018-01-01,domestic private excluding out-of-pocket,Palau,7.028
2019-01-01,domestic private excluding out-of-pocket,Palau,7.518
2020-01-01,domestic private excluding out-of-pocket,Palau,7.693
2021-01-01,domestic private excluding out-of-pocket,Palau,7.317
2000-01-01,domestic private excluding out-of-pocket,Palau,0.446
2001-01-01,domestic private excluding out-of-pocket,Palau,0.42
2002-01-01,domestic private excluding out-of-pocket,Palau,0.738
2003-01-01,domestic private excluding out-of-pocket,Palau,0.84
2004-01-01,domestic private excluding out-of-pocket,Palau,0.865
2005-01-01,domestic private excluding out-of-pocket,Palau,0.918
2006-01-01,domestic private excluding out-of-pocket,Palau,1.048
2007-01-01,domestic private excluding out-of-pocket,Palau,1.151
2008-01-01,domestic private excluding out-of-pocket,Palau,1.178
2009-01-01,domestic private excluding out-of-pocket,Palau,1.361
2010-01-01,domestic private excluding out-of-pocket,Palau,1.396
2011-01-01,domestic private excluding out-of-pocket,Palau,1.452
2012-01-01,domestic private excluding out-of-pocket,Palau,1.737
2013-01-01,domestic private excluding out-of-pocket,Palau,2.125
2014-01-01,domestic private excluding out-of-pocket,Palau,2.131
2015-01-01,domestic private excluding out-of-pocket,Palau,2.207
2016-01-01,domestic private excluding out-of-pocket,Palau,2.237
2017-01-01,domestic private excluding out-of-pocket,Palau,2.511
2018-01-01,domestic private excluding out-of-pocket,Palau,2.463
2019-01-01,domestic private excluding out-of-pocket,Palau,2.603
2020-01-01,domestic private excluding out-of-pocket,Palau,2.861
2021-01-01,domestic private excluding out-of-pocket,Palau,3.14
2000-01-01,domestic private excluding out-of-pocket,Palau,4.9
2001-01-01,domestic private excluding out-of-pocket,Palau,5.12
2002-01-01,domestic private excluding out-of-pocket,Palau,8.43
2003-01-01,domestic private excluding out-of-pocket,Palau,8.57
2004-01-01,domestic private excluding out-of-pocket,Palau,8.02
2005-01-01,domestic private excluding out-of-pocket,Palau,9.0
2006-01-01,domestic private excluding out-of-pocket,Palau,9.88
2007-01-01,domestic private excluding out-of-pocket,Palau,10.5
2008-01-01,domestic private excluding out-of-pocket,Palau,11.13
2009-01-01,domestic private excluding out-of-pocket,Palau,11.67
2010-01-01,domestic private excluding out-of-pocket,Palau,10.72
2011-01-01,domestic private excluding out-of-pocket,Palau,11.79
2012-01-01,domestic private excluding out-of-pocket,Palau,13.12
2013-01-01,domestic private excluding out-of-pocket,Palau,15.07
2014-01-01,domestic private excluding out-of-pocket,Palau,14.95
2015-01-01,domestic private excluding out-of-pocket,Palau,16.24
2016-01-01,domestic private excluding out-of-pocket,Palau,16.13
2017-01-01,domestic private excluding out-of-pocket,Palau,16.7
2018-01-01,domestic private excluding out-of-pocket,Palau,16.12
2019-01-01,domestic private excluding out-of-pocket,Palau,16.31
2020-01-01,domestic private excluding out-of-pocket,Palau,16.63
2021-01-01,domestic private excluding out-of-pocket,Palau,16.56
2000-01-01,domestic private excluding out-of-pocket,Papua New Guinea,0.0
2001-01-01,domestic private excluding out-of-pocket,Papua New Guinea,0.0
2002-01-01,domestic private excluding out-of-pocket,Papua New Guinea,-0.0
2003-01-01,domestic private excluding out-of-pocket,Papua New Guinea,0.0
2004-01-01,domestic private excluding out-of-pocket,Papua New Guinea,-0.0
2005-01-01,domestic private excluding out-of-pocket,Papua New Guinea,0.0
2006-01-01,domestic private excluding out-of-pocket,Papua New Guinea,-0.0
2007-01-01,domestic private excluding out-of-pocket,Papua New Guinea,0.0
2008-01-01,domestic private excluding out-of-pocket,Papua New Guinea,0.0
2009-01-01,domestic private excluding out-of-pocket,Papua New Guinea,0.0
2010-01-01,domestic private excluding out-of-pocket,Papua New Guinea,-0.0
2011-01-01,domestic private excluding out-of-pocket,Papua New Guinea,0.0
2012-01-01,domestic private excluding out-of-pocket,Papua New Guinea,-0.0
2013-01-01,domestic private excluding out-of-pocket,Papua New Guinea,0.0
2014-01-01,domestic private excluding out-of-pocket,Papua New Guinea,0.0
2015-01-01,domestic private excluding out-of-pocket,Papua New Guinea,0.0
2016-01-01,domestic private excluding out-of-pocket,Papua New Guinea,0.0
2017-01-01,domestic private excluding out-of-pocket,Papua New Guinea,0.0
2018-01-01,domestic private excluding out-of-pocket,Papua New Guinea,0.0
2019-01-01,domestic private excluding out-of-pocket,Papua New Guinea,-0.0
2020-01-01,domestic private excluding out-of-pocket,Papua New Guinea,-0.0
2021-01-01,domestic private excluding out-of-pocket,Papua New Guinea,0.0
2000-01-01,domestic private excluding out-of-pocket,Papua New Guinea,0.0
2001-01-01,domestic private excluding out-of-pocket,Papua New Guinea,0.0
2002-01-01,domestic private excluding out-of-pocket,Papua New Guinea,-0.0
2003-01-01,domestic private excluding out-of-pocket,Papua New Guinea,0.0
2004-01-01,domestic private excluding out-of-pocket,Papua New Guinea,-0.0
2005-01-01,domestic private excluding out-of-pocket,Papua New Guinea,0.0
2006-01-01,domestic private excluding out-of-pocket,Papua New Guinea,-0.0
2007-01-01,domestic private excluding out-of-pocket,Papua New Guinea,0.0
2008-01-01,domestic private excluding out-of-pocket,Papua New Guinea,0.0
2009-01-01,domestic private excluding out-of-pocket,Papua New Guinea,0.0
2010-01-01,domestic private excluding out-of-pocket,Papua New Guinea,-0.0
2011-01-01,domestic private excluding out-of-pocket,Papua New Guinea,0.0
2012-01-01,domestic private excluding out-of-pocket,Papua New Guinea,-0.0
2013-01-01,domestic private excluding out-of-pocket,Papua New Guinea,0.0
2014-01-01,domestic private excluding out-of-pocket,Papua New Guinea,0.0
2015-01-01,domestic private excluding out-of-pocket,Papua New Guinea,0.0
2016-01-01,domestic private excluding out-of-pocket,Papua New Guinea,0.0
2017-01-01,domestic private excluding out-of-pocket,Papua New Guinea,0.0
2018-01-01,domestic private excluding out-of-pocket,Papua New Guinea,0.0
2019-01-01,domestic private excluding out-of-pocket,Papua New Guinea,-0.0
2020-01-01,domestic private excluding out-of-pocket,Papua New Guinea,-0.0
2021-01-01,domestic private excluding out-of-pocket,Papua New Guinea,0.0
2000-01-01,domestic private excluding out-of-pocket,Papua New Guinea,0.0
2001-01-01,domestic private excluding out-of-pocket,Papua New Guinea,0.0
2002-01-01,domestic private excluding out-of-pocket,Papua New Guinea,-0.0
2003-01-01,domestic private excluding out-of-pocket,Papua New Guinea,0.0
2004-01-01,domestic private excluding out-of-pocket,Papua New Guinea,-0.0
2005-01-01,domestic private excluding out-of-pocket,Papua New Guinea,0.0
2006-01-01,domestic private excluding out-of-pocket,Papua New Guinea,-0.0
2007-01-01,domestic private excluding out-of-pocket,Papua New Guinea,0.0
2008-01-01,domestic private excluding out-of-pocket,Papua New Guinea,0.0
2009-01-01,domestic private excluding out-of-pocket,Papua New Guinea,0.0
